objid,sample,asset_id,dr7objid,p_smooth,p_disk,p_star,is_smooth,is_disk,check
587736940908511450,original,101620,587736940908511450,0.09957511,0.9209209,0.012012012,False,True,True
587736940908576991,original,101621,587736940908576991,0.031462375,0.95091087,0.0004827748,False,True,True
587736940908773535,original,101623,587736940908773535,0.14723043,0.80425835,0.0,False,True,True
587736940908838997,original,101624,587736940908838997,0.7921483,0.20638914,0.0012555416,True,False,True
587736940908904479,original,101626,587736940908904479,0.89664334,0.12775181,0.020595638,True,False,True
587736940909035683,original,101628,587736940909035683,0.0600446,0.9886246,0.0,False,True,True
587736940909232160,original,101629,587736940909232160,0.759,0.142,0.098,True,False,True
587736940909297759,original,101630,587736940909297759,0.73263097,0.21131738,0.07809538,True,False,True
587736940909428860,original,101631,587736940909428860,0.04096725,0.972,0.0,False,True,True
587736940909428906,original,101632,587736940909428906,0.11904932,0.9322501,0.016449384,False,True,True
587736940909559969,original,101635,587736940909559969,0.2180531,0.9310364,0.0,False,True,True
587736940909691133,original,101636,587736940909691133,0.80224633,0.13775317,0.024988659,True,False,True
587736940909756442,original,101638,587736940909756442,0.8028521,0.065,0.065,True,False,True
587736940909756621,original,101640,587736940909756621,0.0,1.0,0.0,False,True,True
587736940910215433,original,101643,587736940910215433,0.7767119,0.2251902,0.025825018,True,False,True
587736940910280806,original,101644,587736940910280806,0.12069978,0.962,0.0,False,True,True
587736940910280982,original,101647,587736940910280982,0.8764931,0.06801716,0.052701104,True,False,True
587736940910281004,original,101648,587736940910281004,0.94031465,0.06136036,0.021,True,False,True
587736940910346347,original,101649,587736940910346347,0.07859855,0.95523334,0.0031468163,False,True,True
587736940910477391,original,101651,587736940910477391,0.7219472,0.2410632,0.090213865,True,False,True
587736940910543024,original,101652,587736940910543024,0.10963927,0.9570801,0.0033688347,False,True,True
587736940910543091,original,101654,587736940910543091,0.008519411,0.9957174,0.0,False,True,True
587736940910543120,original,101655,587736940910543120,0.11281049,0.8512528,0.018542701,False,True,True
587736940910674005,original,101658,587736940910674005,0.829,0.146,0.024,True,False,True
587736940910674062,original,101659,587736940910674062,0.8446934,0.26301792,0.021,True,False,True
587736940910674080,original,101660,587736940910674080,0.84128,0.070590585,0.10115735,True,False,True
587736940910674138,original,101661,587736940910674138,0.8756377,0.23993805,0.021355098,True,False,True
587736940910739576,original,101663,587736940910739576,0.80175716,0.074072234,0.06658988,True,False,True
587736940910739629,original,101665,587736940910739629,0.73050123,0.1485814,0.06853291,True,False,True
587736940910739655,original,101667,587736940910739655,0.20126466,0.89317006,0.0005511075,False,True,True
587736940910805134,original,101668,587736940910805134,0.8632751,0.098143354,0.0,True,False,True
587736940910870730,original,101671,587736940910870730,0.17946517,0.7917948,0.0068752766,False,True,True
587736940910936184,original,101672,587736940910936184,0.011815575,0.98382264,0.00032229256,False,True,True
587736940911001701,original,101674,587736940911001701,0.11977637,0.8677677,0.012075357,False,True,True
587736940911067317,original,101676,587736940911067317,0.061377373,0.989825,0.0,False,True,True
587736940911394941,original,101680,587736940911394941,0.22547768,0.8992067,0.025378834,False,True,True
587736940911591607,original,101683,587736940911591607,0.7386034,0.19167186,0.024873387,True,False,True
587736940911591682,original,101684,587736940911591682,0.13393414,0.94651026,0.0042478642,False,True,True
587736940911657039,original,101688,587736940911657039,0.019467732,0.99442124,0.0,False,True,True
587736940911722654,original,101691,587736940911722654,0.098206304,0.8832643,0.034786712,False,True,True
587736940911722729,original,101692,587736940911722729,0.08101267,0.92689455,0.0010732682,False,True,True
587736940911788264,original,101695,587736940911788264,0.118292555,0.94901735,0.0,False,True,True
587736940911853707,original,101696,587736940911853707,0.20345376,0.7862266,0.009976453,False,True,True
587736940911853734,original,101697,587736940911853734,0.7435721,0.29397643,0.030173238,True,False,True
587736940911919295,original,101699,587736940911919295,0.23265468,0.73326606,0.007829504,False,True,True
587736940911984872,original,101700,587736940911984872,0.80920106,0.09755564,0.058478426,True,False,True
587736940912050383,original,101701,587736940912050383,0.08952788,0.95479095,0.00084166357,False,True,True
587736940912115889,original,101707,587736940912115889,0.20099454,0.92474645,0.0,False,True,True
587736940912115949,original,101708,587736940912115949,0.13832295,0.9436463,0.0,False,True,True
587736940912246962,original,101709,587736940912246962,0.007946909,0.99572396,0.001612032,False,True,True
587736940912312440,original,101710,587736940912312440,0.17469446,0.9399806,0.0002773777,False,True,True
587736940912574537,original,101716,587736940912574537,0.014721013,0.9822729,0.006815903,False,True,True
587736940912574577,original,101717,587736940912574577,0.04051886,0.9300679,0.015986126,False,True,True
587736940912640185,original,101718,587736940912640185,0.02994522,0.951,0.021,False,True,True
587736940912640218,original,101719,587736940912640218,0.1034454,0.9484092,0.0,False,True,True
587736940912836775,original,101724,587736940912836775,0.1314436,0.9565728,0.0,False,True,True
587736940913164483,original,101726,587736940913164483,0.21950807,0.8800665,0.024692379,False,True,True
587736940913229899,original,101728,587736940913229899,0.0968368,0.9529008,0.016286219,False,True,True
587736940913230085,original,101729,587736940913230085,0.17658064,0.9461072,0.0,False,True,True
587736940913295499,original,101730,587736940913295499,0.701,0.179,0.12,True,False,True
587736940913361072,original,101733,587736940913361072,0.12603919,0.9473671,0.0,False,True,True
587736940913361165,original,101735,587736940913361165,0.21263799,0.7331859,0.0,False,True,True
587736940913557712,original,101737,587736940913557712,0.21091129,0.9014855,0.0044422336,False,True,True
587736940913623173,original,101738,587736940913623173,0.20696992,0.89895976,0.02930279,False,True,True
587736940913950835,original,101743,587736940913950835,0.81924886,0.080934115,0.078810535,True,False,True
587736940913950872,original,101744,587736940913950872,0.0046348195,0.9958965,0.0006942087,False,True,True
587736940914016458,original,101745,587736940914016458,0.8596388,0.149,0.014,True,False,True
587736940914016505,original,101746,587736940914016505,0.216,0.757,0.027,False,True,True
587736940914016551,original,101748,587736940914016551,0.1272529,0.90261406,0.0053507322,False,True,True
587736940914081971,original,101752,587736940914081971,0.052440748,0.9657621,0.0,False,True,True
587736940914082014,original,101755,587736940914082014,0.2639952,0.86477494,0.0039658947,False,True,True
587736940914082071,original,101758,587736940914082071,0.16807184,0.8314164,0.0,False,True,True
587736940914278663,original,101760,587736940914278663,0.02608796,0.9814904,0.0016234686,False,True,True
587736940914278672,original,101761,587736940914278672,0.7017855,0.25546306,0.0009783141,True,False,True
587736940914344260,original,101763,587736940914344260,0.89713013,0.08797124,0.022113102,True,False,True
587736940914344281,original,101764,587736940914344281,0.7672769,0.103,0.051,True,False,True
587736940914409584,original,101765,587736940914409584,0.057840094,0.98592454,0.0,False,True,True
587736940914409748,original,101767,587736940914409748,0.03959716,0.97539544,0.0,False,True,True
587736940914409799,original,101768,587736940914409799,0.072503105,0.9400811,0.0155576635,False,True,True
587736940914409865,original,101769,587736940914409865,0.133,0.867,0.0,False,True,True
587736940914540746,original,101771,587736940914540746,0.097246654,0.96260786,0.0,False,True,True
587736940914540839,original,101772,587736940914540839,0.95090157,0.0,0.04909844,True,False,True
587736940914606377,original,101776,587736940914606377,0.21711063,0.74520236,0.0,False,True,True
587736940914606416,original,101777,587736940914606416,0.876,0.023,0.102,True,False,True
587736940914671836,original,101778,587736940914671836,0.71688956,0.2324459,0.04293739,True,False,True
587736940914737357,original,101780,587736940914737357,0.7465598,0.10565618,0.11546871,True,False,True
587736940914802909,original,101784,587736940914802909,0.9587301,0.0,0.041269887,True,False,True
587736940914868453,original,101786,587736940914868453,0.0,1.0,0.0,False,True,True
587736940914934022,original,101788,587736940914934022,0.85756326,0.062127538,0.06342981,True,False,True
587736941443022926,original,101789,587736941443022926,0.2739457,0.73333126,0.024489645,False,True,True
587736941443678302,original,101792,587736941443678302,0.17481673,0.8994957,0.0031353405,False,True,True
587736941443678315,original,101793,587736941443678315,0.061759498,0.947561,0.0,False,True,True
587736941443678369,original,101794,587736941443678369,0.017761076,0.9869153,0.0,False,True,True
587736941443809449,original,101795,587736941443809449,0.09913572,0.8081331,0.04612296,False,True,True
587736941444268055,original,101799,587736941444268055,0.73146874,0.06862762,0.116888076,True,False,True
587736941444464724,original,101800,587736941444464724,0.7487009,0.29824725,0.001,True,False,True
587736941444530422,original,101804,587736941444530422,0.0050669466,0.9865658,0.011984508,False,True,True
587736941444530435,original,101806,587736941444530435,0.20965157,0.795,0.023,False,True,True
587736941444595860,original,101809,587736941444595860,0.091,0.909,0.0,False,True,True
587736941444595902,original,101811,587736941444595902,0.09732684,0.9627142,0.0033987775,False,True,True
587736941444727002,original,101812,587736941444727002,0.0572647,0.969175,0.0012538921,False,True,True
587736941444792420,original,101813,587736941444792420,0.8356944,0.11183273,0.05099492,True,False,True
587736941444923564,original,101814,587736941444923564,0.9686915,0.0,0.031308495,True,False,True
587736941445054687,original,101816,587736941445054687,0.7526012,0.20915282,0.030882936,True,False,True
587736941445447707,original,101819,587736941445447707,0.8398232,0.28232154,0.0,True,False,True
587736941445513259,original,101820,587736941445513259,0.8570012,0.14086673,0.023,True,False,True
587736941445709912,original,101822,587736941445709912,0.0,1.0,0.0,False,True,True
587736941445840933,original,101823,587736941445840933,0.79183173,0.22279745,0.029188558,True,False,True
587736941445841107,original,101824,587736941445841107,0.13370839,0.9763113,0.0,False,True,True
587736941446627465,original,101831,587736941446627465,0.14180371,0.8895385,0.0114401225,False,True,True
587736941446758533,original,101832,587736941446758533,0.09664344,0.90676546,0.010505335,False,True,True
587736941446824046,original,101833,587736941446824046,0.10824999,0.9094818,0.0,False,True,True
587736941447020761,original,101835,587736941447020761,0.10504214,0.9179444,0.0,False,True,True
587736941447151786,original,101838,587736941447151786,0.012199339,0.98107433,0.007732711,False,True,True
587736941447348401,original,101840,587736941447348401,0.1412901,0.9085395,0.0,False,True,True
587736941447741534,original,101842,587736941447741534,0.924,0.075,0.001,True,False,True
587736941447741573,original,101844,587736941447741573,0.76005304,0.13305037,0.024065383,True,False,True
587736941447807021,original,101845,587736941447807021,0.8283872,0.1665402,0.027523793,True,False,True
587736941447872584,original,101848,587736941447872584,0.06626589,0.9755628,0.005854947,False,True,True
587736941447872712,original,101850,587736941447872712,0.07654505,0.84750247,0.0,False,True,True
587736941448134756,original,101852,587736941448134756,0.079913594,0.89949346,0.016632553,False,True,True
587736941448134866,original,101853,587736941448134866,0.8415514,0.0908489,0.052576236,True,False,True
587736941448396912,original,101856,587736941448396912,0.7837979,0.11048816,0.06749427,True,False,True
587736941448397003,original,101857,587736941448397003,0.10716172,0.9297659,0.0017463126,False,True,True
587736941448397016,original,101858,587736941448397016,0.06253039,0.8368672,0.051108237,False,True,True
587736941448397085,original,101861,587736941448397085,0.788,0.135,0.077,True,False,True
587736941448593605,original,101862,587736941448593605,0.7768653,0.21587925,0.043979242,True,False,True
587736941448659068,original,101864,587736941448659068,0.99757814,0.0,0.0024218566,True,False,True
587736941448724523,original,101865,587736941448724523,0.096739404,0.88936514,0.00046102496,False,True,True
587736941449052341,original,101868,587736941449052341,0.06449153,0.96811926,0.0073825894,False,True,True
587736941449183491,original,101870,587736941449183491,0.025456216,0.9931809,0.0,False,True,True
587736941449248967,original,101871,587736941449248967,0.17539865,0.87721676,0.011021733,False,True,True
587736941449314453,original,101872,587736941449314453,0.03520027,0.98419833,0.0040615755,False,True,True
587736941449380056,original,101873,587736941449380056,0.052519422,0.9909036,0.0,False,True,True
587736941449445415,original,101874,587736941449445415,0.76358587,0.18146956,0.0008498218,True,False,True
587736941449445535,original,101875,587736941449445535,0.26723784,0.7407984,0.009162994,False,True,True
587736941449511076,original,101876,587736941449511076,0.03983534,0.98545235,0.0035726526,False,True,True
587736941449773279,original,101878,587736941449773279,0.15773357,0.87929493,0.012773515,False,True,True
587736941449838757,original,101879,587736941449838757,0.082,0.918,0.0,False,True,True
587736941449969916,original,101881,587736941449969916,0.021916991,0.9875231,0.0038584387,False,True,True
587736941450035494,original,101883,587736941450035494,0.027220631,0.9861869,0.0,False,True,True
587736941450363082,original,101887,587736941450363082,0.74604136,0.2606029,0.024102407,True,False,True
587736941450428435,original,101888,587736941450428435,0.17399424,0.76822215,0.0,False,True,True
587736941450428626,original,101889,587736941450428626,0.23204897,0.74325705,0.024078801,False,True,True
587736941450428715,original,101891,587736941450428715,0.036616895,0.976053,0.0,False,True,True
587736941450494126,original,101892,587736941450494126,0.2160965,0.9122322,0.014407507,False,True,True
587736941450625110,original,101894,587736941450625110,0.93969023,0.0,0.06030976,True,False,True
587736941450625187,original,101895,587736941450625187,0.70868784,0.15739559,0.010970156,True,False,True
587736941450690653,original,101897,587736941450690653,0.025,0.973,0.002,False,True,True
587736941450690793,original,101898,587736941450690793,0.2119334,0.8848315,0.023838457,False,True,True
587736941450887334,original,101902,587736941450887334,0.007982277,0.99499196,0.0017750188,False,True,True
587736941450887434,original,101903,587736941450887434,0.15735868,0.93695086,0.0041886233,False,True,True
587736941450887456,original,101904,587736941450887456,0.77026725,0.21438988,0.06584606,True,False,True
587736941450887470,original,101905,587736941450887470,0.047521114,0.9651658,0.009927895,False,True,True
587736941450952767,original,101906,587736941450952767,0.026425153,0.9812356,0.008006859,False,True,True
587736941450952918,original,101908,587736941450952918,0.19206189,0.867,0.0,False,True,True
587736941450952953,original,101910,587736941450952953,0.73682773,0.24052697,0.021996316,True,False,True
587736941451018287,original,101913,587736941451018287,0.04154017,0.9265337,0.021241626,False,True,True
587736941451018412,original,101916,587736941451018412,0.14227107,0.83411103,0.0,False,True,True
587736941451083901,original,101920,587736941451083901,0.015012576,0.98591286,0.00704341,False,True,True
587736941451083976,original,101921,587736941451083976,0.12091761,0.87896127,0.0,False,True,True
587736941451149337,original,101922,587736941451149337,0.7216662,0.1255815,0.047337,True,False,True
587736941711327298,original,101924,587736941711327298,0.20353727,0.8447065,0.007759545,False,True,True
587736941711327412,original,101928,587736941711327412,0.8005191,0.16978124,0.002992363,True,False,True
587736941980221448,original,101930,587736941980221448,0.12115269,0.8991347,0.005681346,False,True,True
587736941980614762,original,101931,587736941980614762,0.06957293,0.94209254,0.022574456,False,True,True
587736941980614837,original,101932,587736941980614837,0.7811785,0.15667534,0.03809592,True,False,True
587736941980745860,original,101933,587736941980745860,0.7673634,0.120428056,0.03625074,True,False,True
587736941980745892,original,101934,587736941980745892,0.82528114,0.059181545,0.04494994,True,False,True
587736941981007991,original,101937,587736941981007991,0.17061312,0.83351845,0.029805884,False,True,True
587736941981139075,original,101938,587736941981139075,0.231,0.744,0.026,False,True,True
587736941981466667,original,101940,587736941981466667,0.17212202,0.8948949,0.026026027,False,True,True
587736941981466800,original,101941,587736941981466800,0.9284764,0.05341765,0.024732362,True,False,True
587736941981991113,original,101946,587736941981991113,0.00746246,0.9964678,0.0,False,True,True
587736941981991160,original,101947,587736941981991160,0.71696836,0.1433964,0.016846359,True,False,True
587736941982056463,original,101948,587736941982056463,0.8575274,0.2128995,0.0,True,False,True
587736941982122090,original,101950,587736941982122090,0.77927184,0.15433419,0.028291183,True,False,True
587736941982187569,original,101951,587736941982187569,0.8578494,0.10954829,0.06914633,True,False,True
587736941982187689,original,101952,587736941982187689,0.25953984,0.7667387,0.026647277,False,True,True
587736941982187792,original,101953,587736941982187792,0.7779488,0.27091193,0.032855257,True,False,True
587736941982384195,original,101954,587736941982384195,0.147,0.824,0.029,False,True,True
587736941982384292,original,101956,587736941982384292,0.11468867,0.80411845,0.0,False,True,True
587736941982580894,original,101958,587736941982580894,0.22955792,0.8289425,0.01532626,False,True,True
587736941982711814,original,101962,587736941982711814,0.80131215,0.244,0.024,True,False,True
587736941982777433,original,101963,587736941982777433,0.79609996,0.18855631,0.040892333,True,False,True
587736941982777460,original,101964,587736941982777460,0.08997051,0.90517664,0.007457151,False,True,True
587736941982777562,original,101966,587736941982777562,0.24780543,0.885,0.047,False,True,True
587736941982842998,original,101967,587736941982842998,1.0,0.0,0.0,True,False,True
587736941983039512,original,101969,587736941983039512,0.8334333,0.07,0.07,True,False,True
587736941983236183,original,101971,587736941983236183,0.85751665,0.26774174,0.01,True,False,True
587736941983236313,original,101973,587736941983236313,0.006409441,0.9890832,0.005553827,False,True,True
587736941983498402,original,101975,587736941983498402,0.07437143,0.78614706,0.0,False,True,True
587736941983629416,original,101976,587736941983629416,0.8094033,0.16415335,0.0,True,False,True
587736941984022634,original,101979,587736941984022634,0.01898201,0.97953147,0.012514719,False,True,True
587736941984153921,original,101981,587736941984153921,0.752,0.203,0.045,True,False,True
587736941984284717,original,101983,587736941984284717,0.7355087,0.288531,0.062037896,True,False,True
587736941984612501,original,101985,587736941984612501,0.7422171,0.17189889,0.045462698,True,False,True
587736941984612599,original,101986,587736941984612599,0.07714136,0.9837276,0.0,False,True,True
587736941984678045,original,101988,587736941984678045,0.02318939,0.9622609,0.010101365,False,True,True
587736941985071326,original,101991,587736941985071326,0.7357365,0.13650253,0.031848688,True,False,True
587736941985136875,original,101993,587736941985136875,0.098216325,0.9428781,0.010655025,False,True,True
587736941985202384,original,101994,587736941985202384,0.25346953,0.7646143,0.0,False,True,True
587736941985398909,original,101998,587736941985398909,0.7291757,0.2017733,0.04013989,True,False,True
587736941985464477,original,102002,587736941985464477,0.2155163,0.8293809,0.0,False,True,True
587736941985595530,original,102003,587736941985595530,0.010692834,0.99197143,0.0,False,True,True
587736941985792237,original,102004,587736941985792237,0.14260532,0.93755907,0.0,False,True,True
587736941986119877,original,102007,587736941986119877,0.08803132,0.964147,0.0,False,True,True
587736941986185422,original,102010,587736941986185422,0.29548323,0.77678937,0.016772624,False,True,True
587736941986250794,original,102012,587736941986250794,0.817,0.038,0.145,True,False,True
587736941986644110,original,102015,587736941986644110,0.27598888,0.7685823,0.013109388,False,True,True
587736941986840830,original,102017,587736941986840830,0.74394727,0.08832675,0.04968733,True,False,True
587736941987102969,original,102019,587736941987102969,0.70643866,0.10264475,0.01562548,True,False,True
587736941987299374,original,102023,587736941987299374,0.1522146,0.70589256,0.09409022,False,True,True
587736941987299406,original,102024,587736941987299406,0.7644576,0.15610272,0.03797137,True,False,True
587736941987299579,original,102026,587736941987299579,0.18550703,0.92518467,0.016038613,False,True,True
587736941987364966,original,102029,587736941987364966,0.04231587,0.9626926,0.0107988035,False,True,True
587736941987365159,original,102031,587736941987365159,0.019976337,0.9848122,0.0,False,True,True
587736941987430588,original,102032,587736941987430588,0.07194951,0.95471495,0.0,False,True,True
587736941987496108,original,102033,587736941987496108,0.813288,0.058036886,0.03421009,True,False,True
587736941987561677,original,102036,587736941987561677,0.8473195,0.09435824,0.054582424,True,False,True
587736941987627124,original,102037,587736941987627124,0.7709419,0.18113089,0.04710499,True,False,True
587736941987627125,original,102038,587736941987627125,0.77886134,0.22777002,0.040578574,True,False,True
587736941987692660,original,102040,587736941987692660,0.052729722,0.9621536,0.004807179,False,True,True
587736941987692788,original,102044,587736941987692788,0.039852705,0.98422784,0.0,False,True,True
587736941987758268,original,102045,587736941987758268,0.092966914,0.9151025,0.00545861,False,True,True
587736941987823692,original,102046,587736941987823692,0.7532078,0.15254657,0.071667604,True,False,True
587736941987823802,original,102048,587736941987823802,0.8868022,0.041050192,0.027584095,True,False,True
587736941987889181,original,102049,587736941987889181,0.09587578,0.8877268,0.00330141,False,True,True
587736941987889433,original,102053,587736941987889433,0.22236358,0.8205553,0.002704317,False,True,True
587736941987954781,original,102056,587736941987954781,0.8224714,0.09043963,0.0,True,False,True
587736941987954951,original,102060,587736941987954951,0.13541153,0.86415994,0.0,False,True,True
587736941988020352,original,102063,587736941988020352,0.032548036,0.89774376,0.0,False,True,True
587736941988151613,original,102065,587736941988151613,0.8084338,0.054716527,0.06250654,True,False,True
587736941988217096,original,102068,587736941988217096,0.123534985,0.90425545,0.011809895,False,True,True
587736941988347935,original,102071,587736941988347935,0.032390073,0.98266405,0.011907902,False,True,True
587736941988413683,original,102075,587736941988413683,0.0,0.9955583,0.0044416594,False,True,True
587736941988544709,original,102077,587736941988544709,0.10492912,0.90628535,0.00790722,False,True,True
587736941988610226,original,102079,587736941988610226,0.21457808,0.85105836,0.0,False,True,True
587736941988741259,original,102080,587736941988741259,0.14101264,0.8647547,0.023649052,False,True,True
587736941988806866,original,102082,587736941988806866,0.7498893,0.09302998,0.01156814,True,False,True
587736941989003486,original,102084,587736941989003486,0.05610754,0.9650904,0.015076671,False,True,True
587736941989068891,original,102086,587736941989068891,0.051,0.949,0.0,False,True,True
587736941989069141,original,102087,587736941989069141,0.14395449,0.8874584,0.010204499,False,True,True
587736941989134478,original,102090,587736941989134478,0.28092882,0.83933467,0.0,False,True,True
587736941989200199,original,102094,587736941989200199,0.014773434,0.98939794,0.0050179097,False,True,True
587736941989265606,original,102096,587736941989265606,0.8966787,0.024624674,0.08737561,True,False,True
587736941989331171,original,102098,587736941989331171,0.9136699,0.1357638,0.0,True,False,True
587736941989396709,original,102099,587736941989396709,0.04220679,0.9597158,0.0053696227,False,True,True
587736941989462182,original,102100,587736941989462182,0.06822696,0.9397484,0.005011355,False,True,True
587736941989658832,original,102101,587736941989658832,0.7779258,0.16803923,0.0940131,True,False,True
587736941989658932,original,102102,587736941989658932,0.026124835,0.9867503,0.0,False,True,True
587736941989724221,original,102103,587736941989724221,0.124539666,0.943425,0.00029703914,False,True,True
587736941989724238,original,102104,587736941989724238,0.86,0.084,0.056,True,False,True
587736941989920863,original,102109,587736941989920863,0.037732776,0.9851188,0.0,False,True,True
587736941989986661,original,102111,587736941989986661,0.17187819,0.77364504,0.0,False,True,True
587736941990183179,original,102113,587736941990183179,0.28482008,0.8473669,0.0078071216,False,True,True
587736941990183275,original,102115,587736941990183275,0.22393289,0.8010878,0.0,False,True,True
587736941990248561,original,102116,587736941990248561,0.22485691,0.76333225,0.04324259,False,True,True
587736941990248578,original,102117,587736941990248578,0.0,1.0,0.0,False,True,True
587736941990379670,original,102118,587736941990379670,0.029846918,0.96040916,0.005333196,False,True,True
587736941990445333,original,102120,587736941990445333,0.24510689,0.8761484,0.005145583,False,True,True
587736941990445437,original,102122,587736941990445437,0.70373577,0.27824464,0.01730252,True,False,True
587736941990510641,original,102123,587736941990510641,0.15129903,0.86468774,0.015201265,False,True,True
587736941990510901,original,102127,587736941990510901,0.0739108,0.9371207,0.0,False,True,True
587736941990576423,original,102128,587736941990576423,0.82780135,0.26322097,0.035046715,True,False,True
587736941990641919,original,102132,587736941990641919,0.093054235,0.964942,0.0048953537,False,True,True
587736941990641925,original,102133,587736941990641925,0.72922486,0.16825579,0.021522557,True,False,True
587736941991100500,original,102138,587736941991100500,0.90218925,0.056794975,0.03867823,True,False,True
587736941991166112,original,102139,587736941991166112,0.19677345,0.8522885,0.010390677,False,True,True
587736941991166139,original,102140,587736941991166139,0.09465152,0.91818255,0.013829681,False,True,True
587736941991166184,original,102141,587736941991166184,0.028120104,0.9846739,0.0057113296,False,True,True
587736941991231506,original,102142,587736941991231506,0.23636296,0.8044284,0.01756002,False,True,True
587736941991231765,original,102145,587736941991231765,0.11362902,0.8298298,0.024024025,False,True,True
587736941991231791,original,102146,587736941991231791,0.0992543,0.9194323,0.0040789726,False,True,True
587736941991362796,original,102149,587736941991362796,0.72809243,0.08715016,0.102292754,True,False,True
587736941991362894,original,102150,587736941991362894,0.73906016,0.19775753,0.0,True,False,True
587736941991362946,original,102151,587736941991362946,0.85437757,0.05843939,0.007957117,True,False,True
587736941991428208,original,102152,587736941991428208,0.72122943,0.2038205,0.08814415,True,False,True
587736941991428364,original,102153,587736941991428364,0.24919128,0.9442393,0.0053297672,False,True,True
587736941991428445,original,102157,587736941991428445,0.0042468216,0.99877423,0.0,False,True,True
587736941991428465,original,102158,587736941991428465,0.2848083,0.89885736,0.0,False,True,True
587736941991559337,original,102160,587736941991559337,0.70490867,0.28270763,0.056038227,True,False,True
587736941991690539,original,102165,587736941991690539,0.02341185,0.98779345,0.0042156754,False,True,True
587736941991755896,original,102166,587736941991755896,0.837,0.116,0.047,True,False,True
587736941991952702,original,102167,587736941991952702,0.027110312,0.959,0.02,False,True,True
587736941992083646,original,102168,587736941992083646,0.25507614,0.86592585,0.0,False,True,True
587736941992149187,original,102175,587736941992149187,0.10000409,0.8570347,0.007848464,False,True,True
587736941992280428,original,102182,587736941992280428,0.18632333,0.8200183,0.023194138,False,True,True
587736941992345612,original,102183,587736941992345612,0.23739775,0.8141663,0.0,False,True,True
587736941992345773,original,102184,587736941992345773,0.77787244,0.09954853,0.023222761,True,False,True
587736941992411229,original,102186,587736941992411229,0.2348186,0.94846284,0.004810968,False,True,True
587736941992542393,original,102190,587736941992542393,0.8557891,0.19950311,0.045956757,True,False,True
587736941992542520,original,102191,587736941992542520,0.29737762,0.8277046,0.01756248,False,True,True
587736941992542597,original,102192,587736941992542597,0.06011201,0.94665545,0.03415274,False,True,True
587736941992542616,original,102193,587736941992542616,0.021,0.946,0.033,False,True,True
587736941993197872,original,102197,587736941993197872,0.2989565,0.8990889,0.017956264,False,True,True
587736941993328984,original,102199,587736941993328984,0.9640537,0.0,0.035946324,True,False,True
587736941993459892,original,102202,587736941993459892,0.08008721,0.98213285,0.004190393,False,True,True
587736941993459986,original,102203,587736941993459986,0.902,0.098,0.0,True,False,True
587736941993460105,original,102204,587736941993460105,0.22552449,0.7619566,0.012113286,False,True,True
587736941993590972,original,102207,587736941993590972,0.82169425,0.20515424,0.0,True,False,True
587736941993722020,original,102209,587736941993722020,0.8556484,0.04949845,0.030984772,True,False,True
587736941993787739,original,102210,587736941993787739,0.05467622,0.9812474,0.0016399251,False,True,True
587736941993853185,original,102211,587736941993853185,0.16056085,0.782245,0.0,False,True,True
587736941993984045,original,102212,587736941993984045,0.7421046,0.19572999,0.09240704,True,False,True
587736941994115353,original,102215,587736941994115353,0.063086316,0.95630985,0.00025019338,False,True,True
587736941994246663,original,102218,587736941994246663,0.0,1.0,0.0,False,True,True
587736941994311836,original,102219,587736941994311836,0.030229656,0.97630006,0.00611264,False,True,True
587736941994311867,original,102221,587736941994311867,0.006280357,0.9978542,0.0,False,True,True
587736941994311939,original,102222,587736941994311939,0.22043727,0.93013674,0.0,False,True,True
587736941994311964,original,102223,587736941994311964,0.03226121,0.977234,0.0052073062,False,True,True
587736941994311977,original,102224,587736941994311977,0.23980013,0.77616405,0.0,False,True,True
587736941994508622,original,102226,587736941994508622,0.89763826,0.11384416,0.016225167,True,False,True
587736941994705213,original,102228,587736941994705213,0.20841683,0.7609018,0.006280061,False,True,True
587736941994770494,original,102229,587736941994770494,0.10401247,0.92717326,0.00021894292,False,True,True
587736941994770858,original,102230,587736941994770858,0.14485611,0.83362913,0.02768058,False,True,True
587736941995033028,original,102231,587736941995033028,0.07302981,0.784041,0.0,False,True,True
587736941995229567,original,102233,587736941995229567,0.11207737,0.95296663,0.00734075,False,True,True
587736941995360581,original,102234,587736941995360581,0.0,1.0,0.0,False,True,True
587736941995360621,original,102235,587736941995360621,0.0,0.986,0.014,False,True,True
587736941995426145,original,102237,587736941995426145,0.1381927,0.9196911,0.020487633,False,True,True
587736941995491589,original,102239,587736941995491589,0.7059879,0.085997894,0.15149707,True,False,True
587736941995557227,original,102240,587736941995557227,0.031664353,0.929,0.0,False,True,True
587736941995622770,original,102241,587736941995622770,0.08662209,0.9700744,0.00015208022,False,True,True
587736941995622786,original,102242,587736941995622786,0.09619464,0.89809376,0.019393003,False,True,True
587736941995819581,original,102248,587736941995819581,0.03495143,0.9499295,0.0,False,True,True
587736941995884937,original,102250,587736941995884937,0.08412071,0.9761459,0.00026538022,False,True,True
587736941995885138,original,102253,587736941995885138,0.11714542,0.91577816,0.008707096,False,True,True
587736941995950529,original,102255,587736941995950529,0.043628845,0.9263628,0.011993241,False,True,True
587736941996016114,original,102256,587736941996016114,0.89959556,0.0,0.10040441,True,False,True
587736941996147078,original,102258,587736941996147078,0.0,0.957,0.043,False,True,True
587736941996278178,original,102259,587736941996278178,0.77977616,0.09217277,0.11392764,True,False,True
